
#%Probeset listing for Clariom D Human
#%create_date=2021-05-18 PDT 09:19:03
#%input_query=*
gene_symbol	Clariom D Human
GTF2H1	TC1100006998.hg.1
GTF2H2	TC0500007694.hg.1, TC0500013320.hg.1, TC0500013321.hg.1
GTF2H3	TC1200009250.hg.1
GTF2H4	TC0600014099.hg.1
GTF2I	TC0700008010.hg.1
GTF2IP1	TC0700007968.hg.1, TC0700011533.hg.1
GTF3A	TC1300006683.hg.1
BRF1	TC1400010411.hg.1
GUCY1B2	TC1300008971.hg.1
GTF3C1	TC1600009837.hg.1
GTF3C2	TC0200012073.hg.1
GUCY1A2	TC1100012197.hg.1
GUCA1A	TC0600008038.hg.1
GUCA1B	TC0600011821.hg.1
GUCA2A	TC0100013881.hg.1
GUCA2B	TC0100008012.hg.1
GUCY1A3	TC0400009086.hg.1
GUCY1B3	TC0400009088.hg.1
GUCY2C	TC1200010009.hg.1
GUCY2F	TC0X00010493.hg.1
GUK1	TC0100011855.hg.1
GULOP	TC0800007112.hg.1
GUSB	TC0700011344.hg.1
GYG1	TC0300009126.hg.1
GYPA	TC0400012019.hg.1
GYPB	TC0400012018.hg.1
GYPC	TC0200009189.hg.1
GYPE	TC0400012015.hg.1
GYS1	TC1900011113.hg.1
GYS2	TC1200010108.hg.1
GZMH	TC1400008763.hg.1
GUCY2D	TC1700006784.hg.1
GZMA	TC0500007413.hg.1
GZMB	TC1400008764.hg.1
GZMK	TC0500007408.hg.1
GZMM	TC1900006468.hg.1
H1F0	TC2200007318.hg.1
HIST1H1C	TC0600011127.hg.1
HIST1H1D	TC0600011138.hg.1
HIST1H1E	TC0600007273.hg.1
HIST1H1B	TC0600011232.hg.1
HIST1H1T	TC0600011131.hg.1
HIST1H2AE	TC0600007285.hg.1
HIST1H2AD	TC0600011135.hg.1
H2AFX	TC1100012513.hg.1
H2AFZ	TC0400011424.hg.1
HIST1H2BD	TC0600007274.hg.1
HIST1H2BB	TC0600014248.hg.1
H3F3A	TC0100011777.hg.1
H3F3B	TC1700012470.hg.1, TC1700012471.hg.1
HIST1H1A	TC0600011121.hg.1
HABP2	TC1000008951.hg.1
HSD17B10	TC0X00009762.hg.1
HAGH	TC1600009066.hg.1
HADHA	TC0200012030.hg.1
HADHB	TC0200007032.hg.1
HADH	TC0400008348.hg.1
HAL	TC1200011598.hg.1
HARS	TC0500013377.hg.1
HAS1	TC1900011270.hg.1
HAS2	TC0800011646.hg.1
HAS3	TC1600008218.hg.1
HBA1	TC1600006446.hg.1
HBA2	TC1600006445.hg.1
HBM	TC1600011314.hg.1
HBB	TC1100009917.hg.1
HBBP1	TC1100009919.hg.1
HBD	TC1100009918.hg.1
HBE1	TC1100013134.hg.1
HBG1	TC1100013133.hg.1
HBG2	TC1100013133.hg.1
HBQ1	TC1600006448.hg.1
HBZ	TC1600011312.hg.1
HCCS	TC0X00006603.hg.1
SERPIND1	TC2200006675.hg.1
HCFC1	TC0X00011181.hg.1
HCK	TC2000007102.hg.1
HCLS1	TC0300012166.hg.1
HCRT	TC1700010715.hg.1
HCRTR1	TC0100007646.hg.1
HCRTR2	TC0600008323.hg.1
HTT	TC0400006591.hg.1
HDAC1	TC0100007678.hg.1
HDAC2	TC0600012927.hg.1
HDC	TC1500009384.hg.1
HDGF	TC0100016022.hg.1
HDLBP	TC0200016347.hg.1
HELLS	TC1000012477.hg.1
NCKAP1L	TC1200007767.hg.1
HEXA	TC1500010890.hg.1
HEXB	TC0500007792.hg.1
CFH	TC0100011064.hg.1
HFE	TC0600014081.hg.1
CFHR1	TC0100018329.hg.1
CFHR2	TC0100018330.hg.1, TSUnmapped00000820.hg.1
HGD	TC0300012155.hg.1
HGF	TC0700011642.hg.1
HGFAC	TC0400006602.hg.1
NRG1	TC0800007221.hg.1
HHEX	TC1000008474.hg.1
HIC1	TC1700006535.hg.1
HIF1A	TC1400010619.hg.1
HIP1	TC0700011556.hg.1
UBE2K	TC0400007293.hg.1
HINT1	TC0500011984.hg.1
HIVEP1	TC0600014074.hg.1
HIVEP2	TC0600013409.hg.1
HK1	TC1000007891.hg.1
HK2	TC0200008099.hg.1
HK3	TC0500012956.hg.1
ZBTB48	TC0100006696.hg.1
HLA-A	TC0600007495.hg.1
HLA-B	TC0600014258.hg.1
HLA-C	TC0600014257.hg.1
HLA-DMA	TC0600014277.hg.1
HLA-DMB	TC0600014276.hg.1
MNX1	TC0700013231.hg.1
HLA-DOA	TC0600011516.hg.1
HLA-DOB	TC0600014274.hg.1
HLA-DPA1	TC0600011517.hg.1
HLA-DPB1	TC0600007677.hg.1
HLA-DPB2	TC0600007679.hg.1
HLA-DQA1	TC0600007657.hg.1
HLA-DQA2	TC0600007664.hg.1
HLA-DQB1	TC0600011499.hg.1
HLA-DQB2	TC0600011503.hg.1
HLA-DQB3	TC0600011501.hg.1
HLA-DRA	TC0600007650.hg.1
HLA-DRB1	TC0600014273.hg.1
HLA-DRB5	TC0600011491.hg.1
HLA-DRB6	TC0600014272.hg.1
HLF	TC1700008331.hg.1
HLA-DRB9	TC0600011490.hg.1
HLA-E	TC0600007530.hg.1
HLA-F	TC0600007480.hg.1
HLA-G	TC0600007487.hg.1
HLA-H	TC0600007488.hg.1
HLA-J	TC0600007502.hg.1
HLA-K	TC0600007493.hg.1
HLA-L	TC0600007518.hg.1
MR1	TC0100010815.hg.1
HLCS	TC2100008087.hg.1
HLX	TC0100011669.hg.1
HMBS	TC1100009238.hg.1, TSUnmapped00000002.hg.1, TSUnmapped00000029.hg.1, TSUnmapped00000066.hg.1, TSUnmapped00000077.hg.1, TSUnmapped00000126.hg.1, TSUnmapped00000141.hg.1, TSUnmapped00000181.hg.1, TSUnmapped00000234.hg.1, TSUnmapped00000260.hg.1, TSUnmapped00000286.hg.1, TSUnmapped00000307.hg.1, TSUnmapped00000325.hg.1, TSUnmapped00000335.hg.1, TSUnmapped00000352.hg.1, TSUnmapped00000386.hg.1, TSUnmapped00000430.hg.1, TSUnmapped00000431.hg.1, TSUnmapped00000434.hg.1, TSUnmapped00000438.hg.1, TSUnmapped00000470.hg.1, TSUnmapped00000476.hg.1, TSUnmapped00000533.hg.1, TSUnmapped00000681.hg.1, TSUnmapped00000682.hg.1, TSUnmapped00000798.hg.1
HMGB1	TC1300008517.hg.1
HMGB2	TC0400012432.hg.1
HMGB3	TC0X00008724.hg.1
HMGN1	TC2100008168.hg.1
HMGN2	TC0100007463.hg.1
HMGCL	TC0100013303.hg.1
HMGCR	TC0500007804.hg.1
HMGCS1	TC0500010635.hg.1
HMGCS2	TC0100015476.hg.1
HMGA1	TC0600007748.hg.1
HMMR	TC0500009320.hg.1
HMOX1	TC2200007204.hg.1
HMOX2	TC1600006741.hg.1
NR4A1	TC1200007653.hg.1
HMX1	TC0400009992.hg.1
HMX2	TC1000009171.hg.1
FOXA1	TC1400008981.hg.1
FOXA2	TC2000008636.hg.1
FOXA3	TC1900008351.hg.1
HNF4A	TC2000007452.hg.1
HNF4G	TC0800008002.hg.1
ONECUT1	TC1500009466.hg.1
HNMT	TC0200009470.hg.1
SLC29A2	TC1100011286.hg.1
HNRNPA1	TC1200007758.hg.1
HNRNPA2B1	TC0700010538.hg.1
HNRNPAB	TC0500009652.hg.1
HNRNPC	TC1400008625.hg.1
HNRNPD	TC0400011168.hg.1
HNRNPF	TC1000010438.hg.1
RBMXP1	TC0600011979.hg.1
HNRNPH1	TC0500013423.hg.1, TC0500013424.hg.1
HNRNPH2	TC0X00011309.hg.1
HNRNPH3	TC1000007852.hg.1
HNRNPK	TC0900010588.hg.1
HNRNPL	TC1900011941.hg.1
HNRNPU	TC0100018569.hg.1
TLX1	TC1000008670.hg.1
TLX2	TC0200008089.hg.1
HOXA1	TC0700010556.hg.1
HOXA2	TC0700010558.hg.1
HOXA3	TC0700013529.hg.1
HOXA4	TC0700013530.hg.1
HOXA5	TC0700010561.hg.1
HOXA6	TC0700013531.hg.1
HOXA7	TC0700010563.hg.1
HOXA9	TC0700010564.hg.1
HOXA10	TC0700010564.hg.1
HOXA11	TC0700010565.hg.1
HPCA	TC0100007694.hg.1
HOXA13	TC0700010568.hg.1
HOXB1	TC1700010990.hg.1
HOXB2	TC1700012431.hg.1
HOXB3	TC1700012432.hg.1
HOXB4	TC1700012432.hg.1
HOXB5	TC1700010993.hg.1
HOXB6	TC1700012433.hg.1
HOXB7	TC1700012434.hg.1
HOXB8	TC1700010996.hg.1
HOXB9	TC1700010997.hg.1
HOXC4	TC1200012639.hg.1
HOXC5	TC1200012639.hg.1
HOXC6	TC1200012639.hg.1
HOXC8	TC1200007740.hg.1
HOXC9	TC1200012638.hg.1
HOXC10	TC1200012637.hg.1
HOXC11	TC1200007737.hg.1
HOXC12	TC1200007732.hg.1
HOXC13	TC1200007731.hg.1
HOXD1	TC0200010053.hg.1
HOXD3	TC0200016568.hg.1, TC0200016570.hg.1
HOXD4	TC0200016569.hg.1
HOXD8	TC0200010049.hg.1
HOXD9	TC0200010048.hg.1
HOXD10	TC0200016567.hg.1
HOXD11	TC0200016566.hg.1
HOXD12	TC0200010046.hg.1
HOXD13	TC0200010045.hg.1
HP	TC1600008329.hg.1
HPCAL1	TC0200006687.hg.1
HPD	TC1200012215.hg.1
HPGD	TC0400012458.hg.1
HPN	TC1900007831.hg.1
HPR	TC1600008330.hg.1
HPRT1	TC0X00011326.hg.1
HPRT1P3	TC1100011988.hg.1
HPS1	TC1000011579.hg.1
HPVC1	TC0700007579.hg.1, TC0700011108.hg.1
HPX	TC1100009970.hg.1
HRAS	TC1100009678.hg.1
ERAS	TC0X00007206.hg.1
AGFG1	TC0200010975.hg.1
AGFG2	TC0700008552.hg.1
HRH1	TC0300006602.hg.1
HRC	TC1900011127.hg.1
HRG	TC0300009774.hg.1
HRH2	TC0500009562.hg.1
PRMT2	TC2100007474.hg.1
PRMT1	TC1900011781.hg.1
HES1	TC0300009916.hg.1
HSBP1	TC1600008627.hg.1
HSD3B1	TC0100009614.hg.1
HSD3B2	TC0100009611.hg.1
HSD11B1	TC0100011454.hg.1
HSD11B2	TC1600008159.hg.1
HSD17B1	TC1700007897.hg.1
HSD17B3	TC0900010907.hg.1
HSD17B2	TC1600008609.hg.1
HSD17B4	TC0500013219.hg.1
HSF1	TC0800009247.hg.1
HSF2	TC0600009322.hg.1
HSF4	TC1600008146.hg.1
DNAJB2	TC0200010840.hg.1
DNAJA1	TC0900006961.hg.1
HSPA1A	TC0600007613.hg.1, TC0600007616.hg.1
HSPA1B	TC0600007613.hg.1, TC0600007616.hg.1
HSPA1L	TC0600011459.hg.1
HSPA2	TC1400007443.hg.1
HSPA4	TC0500008664.hg.1
HSPA5	TC0900011523.hg.1
HSPA6	TC0100010360.hg.1
HSPA7	TC0100010362.hg.1
HSPA8	TC1100012613.hg.1
HSPA9	TC0500012182.hg.1
HSPB1	TC0700008090.hg.1
HSPB2	TC1100009042.hg.1
HSP90AA1	TC1400010257.hg.1
IGSF3	TC0100015401.hg.1
HSP90AB1	TC0600008129.hg.1
HSP90AB3P	TC0400008089.hg.1
HSPD1	TC0200015349.hg.1
HSPD1P3	TC0800006598.hg.1
HSPE1	TC0200016584.hg.1
DNAJB1	TC1900009824.hg.1
DNAJC4	TC1100013032.hg.1
HSPG2	TC0100013229.hg.1
NDST1	TC0500009093.hg.1, TC0500009095.hg.1
FOXN2	TC0200007533.hg.1
HTN1	TC0400007772.hg.1
HTN3	TC0400007771.hg.1
HTR1A	TC0500010910.hg.1
HTR1B	TC0600012345.hg.1
HTR1D	TC0100013272.hg.1
HTR1E	TC0600008716.hg.1
HTR1F	TC0300008012.hg.1
HTR2A	TC1300008858.hg.1
HTR2B	TC0200016006.hg.1
HTR2C	TC0X00008178.hg.1
HTR3A	TC1100009098.hg.1
HTR4	TC0500012405.hg.1
HTR5A	TC0700009796.hg.1
HTR6	TC0100007175.hg.1
HTR7	TC1000011398.hg.1
HUS1	TC0700011003.hg.1
TNC	TC0900011305.hg.1
HYAL1	TC0300011103.hg.1
IAPP	TC1200007050.hg.1
IARS	TC0900010789.hg.1
IBSP	TC0400008086.hg.1
ICA1	TC0700010257.hg.1
ICAM1	TC1900006977.hg.1
ICAM2	TC1700011435.hg.1
ICAM3	TC1900009625.hg.1
ICAM4	TC1900006978.hg.1
IRF8	TC1600008712.hg.1
ICT1	TC1700008879.hg.1
ID1	TC2000007083.hg.1
ID2	TC0200006627.hg.1
ID3	TC0100013293.hg.1
ID4	TC0600007127.hg.1
IDE	TC1000011427.hg.1
IDH1	TC0200015578.hg.1
IDH2	TC1500010422.hg.1
IDH3A	TC1500010776.hg.1
IDH3B	TC2000008193.hg.1
IDH3G	TC0X00011173.hg.1
IDI1	TC1000009536.hg.1
IDS	TC0X00011404.hg.1
IDSP1	TC0X00008686.hg.1
IDUA	TC0400006491.hg.1
CFI	TC0400011580.hg.1
IFI16	TC0100010244.hg.1
IFI27	TC1400008056.hg.1
IFI35	TC1700007931.hg.1
SP110	TC0200015976.hg.1
IFIT2	TC1000008396.hg.1
IFIT1	TC1000008400.hg.1
IFIT3	TC1000008397.hg.1
IFNA1	TC0900012114.hg.1
IFNA2	TC0900009707.hg.1
IFNA4	TC0900009694.hg.1
IFNA5	TC0900009702.hg.1
IFNA6	TC0900009704.hg.1
IFNA7	TC0900009696.hg.1
IFNA8	TC0900012113.hg.1
IFNA10	TC0900012214.hg.1
IFNA13	TC0900009706.hg.1
IFNA14	TC0900009700.hg.1
IFNA16	TC0900012215.hg.1
IFNA17	TC0900012216.hg.1
IFNA21	TC0900009692.hg.1
IFNA22P	TC0900009701.hg.1
IFNAR1	TC2100006960.hg.1
IFNAR2	TC2100008494.hg.1
IFNB1	TC0900009688.hg.1
IFNG	TC1200011177.hg.1
IFNGR1	TC0600013300.hg.1
IFNGR2	TC2100006967.hg.1
IFNW1	TC0900009690.hg.1
IFRD1	TC0700013441.hg.1
IGBP1	TC0X00007529.hg.1
IGF1	TC1200011727.hg.1
IGF1R	TC1500008485.hg.1
IGF2	TC1100013130.hg.1, TC1100013131.hg.1
IGF2R	TC0600010066.hg.1
IGFALS	TC1600011461.hg.1
IGFBP1	TC0700007434.hg.1
IGFBP2	TC0200010745.hg.1
IGFBP3	TC0700010965.hg.1
IGFBP4	TC1700007796.hg.1
IGFBP5	TC0200015678.hg.1
IGFBP6	TC1200007693.hg.1
IGFBP7	TC0400010785.hg.1
CYR61	TC0100008912.hg.1
IGHA1	TC1400010444.hg.1
IGHA2	TC1400010798.hg.1
IGHD	TC1400010449.hg.1
IGHE	TC1400010799.hg.1
IGHEP1	TC1400010446.hg.1
IGHEP2	TC0900006550.hg.1
IGHG1	TC1400010800.hg.1
IGHG3	TC1400010800.hg.1
IGHG4	TC1400010814.hg.1
IGHGP	TC1400010441.hg.1
IGHM	TC1400010800.hg.1
IGHMBP2	TC1100008208.hg.1
JCHAIN	TC0400010961.hg.1
IGJP1	TC0800010982.hg.1
IGKC	TC0200013380.hg.1
RBPJ	TC0400007120.hg.1
IGKV3OR2-268	TC0200008305.hg.1
IGKV1OR1-1	TC0100009703.hg.1
IGKV3OR22-2	TC2200007883.hg.1
IGKV2OR22-3	TC2200007882.hg.1
IGKV1OR22-1	TC2200007884.hg.1
IGKV1OR2-1	TC0200008427.hg.1
IGKV1OR-2	TC0900010258.hg.1
IGLC1	TC2200009219.hg.1
IGLC2	TC2200009219.hg.1
IGLC3	TC2200009222.hg.1
IGLC4	TC2200006817.hg.1
IGLC5	TC2200006819.hg.1
IGLC6	TC2200006821.hg.1
IGLL1	TC2200008174.hg.1
IGSF1	TC0X00010818.hg.1
IHH	TC0200015759.hg.1
IK	TC0500008863.hg.1
IKBKB	TC0800007435.hg.1
IL1A	TC0200013913.hg.1
IL1B	TC0200013916.hg.1
IL1R1	TC0200008666.hg.1
IL1RAP	TC0300009855.hg.1, TC0300009856.hg.1
IL1RN	TC0200016511.hg.1
IL2	TC0400011754.hg.1
IL2RA	TC1000009691.hg.1
IL2RB	TC2200008637.hg.1
IL2RG	TC0X00009981.hg.1
IL3	TC0500008619.hg.1
IL3RA	TC0X00006453.hg.1
IL4	TC0500008644.hg.1
IL4R	TC1600007312.hg.1
IL5	TC0500012019.hg.1
IL5RA	TC0300013923.hg.1
IL6	TC0700006890.hg.1
IL6R	TC0100010078.hg.1
IL6ST	TC0500010788.hg.1
IL6STP1	TC1700006994.hg.1
IL7	TC0800010880.hg.1
IL7R	TC0500007138.hg.1
CXCL8	TC0400007836.hg.1
CXCR1	TC0200015714.hg.1
IL9	TC0500012120.hg.1
CXCR2	TC0200010785.hg.1
CXCR2P1	TC0200015711.hg.1
IL9R	TC0X00011336.hg.1
IL10	TC0100017107.hg.1
IL10RA	TC1100009191.hg.1
IL10RB	TC2100008495.hg.1
IL11	TC1900011467.hg.1
IL11RA	TC0900012120.hg.1
IL12A	TC0300009328.hg.1
IL12B	TC0500012646.hg.1
IL12RB1	TC1900009999.hg.1
IL12RB2	TC0100008653.hg.1
IL13	TC0500008642.hg.1
IL13RA1	TC0X00008230.hg.1
IL13RA2	TC0X00010557.hg.1
IL15	TC0400008861.hg.1
IL15RA	TC1000012519.hg.1
IL16	TC1500010777.hg.1, TC1500010778.hg.1
TNFRSF9	TC0100012734.hg.1
IL17A	TC0600008247.hg.1
IL18	TC1100012318.hg.1
FOXK2	TC1700009260.hg.1
ILF2	TC0100015875.hg.1
ILF3	TC1900006992.hg.1
ILK	TC1100006731.hg.1
IMPA1	TC0800010944.hg.1
IMPA2	TC1800006715.hg.1
IMPDH1	TC0700013620.hg.1
IMPDH2	TC0300011047.hg.1
IMPG1	TC0600012329.hg.1
INCENP	TC1100007833.hg.1
IDO1	TC0800007382.hg.1
ING1	TC1300008025.hg.1
ING2	TC0400009462.hg.1
INHA	TC0200010857.hg.1
INHBA	TC0700010854.hg.1
INHBB	TC0200009095.hg.1
INHBC	TC1200007880.hg.1
CXCL10	TC0400011053.hg.1
INPP1	TC0200010263.hg.1
INS	TC1100013132.hg.1
INPP4A	TC0200008569.hg.1
INPP5A	TC1000009414.hg.1
INPP5B	TC0100013758.hg.1
INPP5D	TC0200011121.hg.1, TSUnmapped00000135.hg.1, TSUnmapped00000194.hg.1, TSUnmapped00000210.hg.1, TSUnmapped00000290.hg.1, TSUnmapped00000377.hg.1, TSUnmapped00000401.hg.1, TSUnmapped00000415.hg.1, TSUnmapped00000419.hg.1, TSUnmapped00000446.hg.1, TSUnmapped00000469.hg.1, TSUnmapped00000524.hg.1, TSUnmapped00000575.hg.1, TSUnmapped00000580.hg.1, TSUnmapped00000661.hg.1
INPPL1	TC1100008342.hg.1
INSIG1	TC0700009807.hg.1
INSL3	TC1900009989.hg.1
INSL4	TC0900006554.hg.1
INSM1	TC2000006872.hg.1
INSR	TC1900009459.hg.1
INSRR	TC0100016025.hg.1
EIF3E	TC0800012451.hg.1, TC0800012452.hg.1
PDX1	TC1300006698.hg.1
IPP	TC0100014032.hg.1
IPW	TC1500010700.hg.1
IRAK1	TC0X00011184.hg.1
ITGA6	TC0200009973.hg.1
IRAK2	TC0300006580.hg.1
IREB2	TC1500007975.hg.1
IRF1	TC0500012017.hg.1
IRF2	TC0400012606.hg.1
IRF3	TC1900011155.hg.1
IRF4	TC0600006442.hg.1
IRF5	TC0700009072.hg.1
IRF6	TC0100017172.hg.1
IRF7	TC1100009685.hg.1
IRS1	TC0200015912.hg.1
ISG20	TC1500008232.hg.1
ISL1	TC0500007349.hg.1
ISLR	TC1500007839.hg.1
ITGA1	TC0500007365.hg.1
ITGA2	TC0500007368.hg.1
ITGA2B	TC1700010830.hg.1
ITGA3	TC1700008228.hg.1
ITGA4	TC0200010157.hg.1
ITGA5	TC1200010839.hg.1
ITGA7	TC1200010865.hg.1
ITGA9	TC0300007051.hg.1
ITGAD	TC1600007532.hg.1
ITGAE	TC1700009489.hg.1
ITGAL	TC1600007470.hg.1
ITGAM	TC1600007528.hg.1
ITGAV	TC0200010216.hg.1
ITGAX	TC1600007531.hg.1
ITGB1	TC1000010265.hg.1
ITGB2	TC2100008392.hg.1
ITGB3	TC1700012274.hg.1
ITGB4	TC1700008920.hg.1
EIF6	TC2000010006.hg.1
ITGB5	TC0300012233.hg.1
ITGB6	TC0200016743.hg.1, TC0200016744.hg.1, TC0200016745.hg.1
ITGB7	TC1200010794.hg.1
ITGB8	TC0700006844.hg.1
ITIH1	TC0300007499.hg.1
ITIH2	TC1000006701.hg.1
ITIH3	TC0300007500.hg.1
ITIH4	TC0300013994.hg.1
ITK	TC0500009210.hg.1
STT3A	TC1100013110.hg.1
ITPA	TC2000006541.hg.1
ITPK1	TC1400010015.hg.1
ITPKA	TC1500007005.hg.1
ITPKB	TC0100017534.hg.1
ITPR1	TC0300006477.hg.1
ITPR2	TC1200010185.hg.1
ITPR3	TC0600007711.hg.1
IVD	TC1500010720.hg.1
IVL	TC0100010013.hg.1
JAG2	TC1400010796.hg.1
JAK1	TC0100014457.hg.1
JAK2	TC0900006538.hg.1
JAK3	TC1900009991.hg.1
JARID2	TC0600007038.hg.1
JUN	TC0100014349.hg.1
JUNB	TC1900007096.hg.1
JUND	TC1900010009.hg.1
JUP	TC1700010686.hg.1
ANOS1	TC0X00009025.hg.1
CD82	TC1100007394.hg.1
ANOS2P	TC0Y00006644.hg.1
KARS	TC1600010889.hg.1
KCNA1	TC1200006570.hg.1
KCNA2	TC0100015244.hg.1
KCNA3	TC0100015246.hg.1
KCNA4	TC1100010436.hg.1
KCNA5	TC1200006574.hg.1
KCNA6	TC1200012578.hg.1
KCNA7	TC1900011122.hg.1
KCNA10	TC0100015243.hg.1
KCNB1	TC2000010024.hg.1
KCNC1	TC1100006977.hg.1
KCNC2	TC1200011296.hg.1
KCNC3	TC1900011194.hg.1
KCNC4	TC0100018267.hg.1
KCND1	TC0X00009644.hg.1
KCND2	TC0700008918.hg.1
KCND3	TC0100015288.hg.1
KCNE1	TC2100007508.hg.1, TC2100008027.hg.1
KCNF1	TC0200006707.hg.1
KCNG1	TC2000009448.hg.1
KCNH1	TC0100017193.hg.1
KCNH2	TC0700013050.hg.1
KCNJ1	TC1100012786.hg.1
KCNJ2	TC1700008769.hg.1
KCNJ3	TC0200009707.hg.1
KCNJ4	TC2200008701.hg.1
KCNJ5	TC1100009495.hg.1
KCNJ6	TC2100008114.hg.1
KCNJ8	TC1200010110.hg.1
KCNJ9	TC0100010280.hg.1
KCNJ10	TC0100016121.hg.1
KCNJ11	TC1100010236.hg.1
KCNJ12	TC1700007266.hg.1
KCNJ13	TC0200016073.hg.1
KCNJ14	TC1900011776.hg.1
KCNJ15	TC2100008510.hg.1
KCNJ16	TC1700008768.hg.1
KCNK1	TC0100012006.hg.1
KCNK2	TC0100011587.hg.1
KCNK3	TC0200007042.hg.1
KCNMA1	TC1000011114.hg.1
KCNMB1	TC0500012791.hg.1
KCNN1	TC1900007356.hg.1
KCNN2	TC0500008356.hg.1
KCNN3	TC0100015925.hg.1
KCNN4	TC1900010864.hg.1
KCNQ1	TC1100006580.hg.1
KCNQ2	TC2000009809.hg.1
KCNQ3	TC0800011855.hg.1
KCNS1	TC2000009209.hg.1
KCNS2	TC0800008338.hg.1
KCNS3	TC0200016408.hg.1
KDR	TC0400010733.hg.1
KEL	TC0700012870.hg.1
KHK	TC0200007053.hg.1
KIF2A	TC0500013174.hg.1
KIF3C	TC0200012022.hg.1
KIF5A	TC1200012651.hg.1
KIF5B	TC1000010249.hg.1
KIF5C	TC0200009616.hg.1
KIFC3	TC1600010463.hg.1
KIR2DL1	TC1900008879.hg.1
KIR2DL3	TC1900008879.hg.1
A1BG	TC1900011619.hg.1
A2M	TC1200009847.hg.1
A2MP1	TC1200009854.hg.1
NAT1	TC0800006887.hg.1
NAT2	TC0800006892.hg.1
SERPINA3	TC1400010644.hg.1
AADAC	TC0300009192.hg.1
AAMP	TC0200015720.hg.1
AANAT	TC1700008946.hg.1
AARS	TC1600010752.hg.1
ABAT	TC1600006826.hg.1
ABCA1	TC0900011072.hg.1
ABCA2	TC0900012025.hg.1
ABCA3	TC1600009105.hg.1
ABCB7	TC0X00010099.hg.1
ABCF1	TC0600007535.hg.1
ABCA4	TC0100014977.hg.1
ABL1	TC0900008969.hg.1
AOC1	TC0700009682.hg.1
ABL2	TC0100016548.hg.1
ABO	TC0900011837.hg.1
ABR	TC1700012324.hg.1
ACAA1	TC0300010744.hg.1
ACACA	TC1700010488.hg.1
ACACB	TC1200008795.hg.1
ACADL	TC0200015603.hg.1
ACADM	TC0100018236.hg.1
ACADS	TC1200009141.hg.1
ACADSB	TC1000009169.hg.1
ACADVL	TC1700006729.hg.1
ACAT1	TC1100008983.hg.1
ACAT2	TC0600010057.hg.1
ASIC2	TC1700010371.hg.1
ASIC1	TC1200007594.hg.1
ACHE	TC0700013599.hg.1, TC0700013600.hg.1
ACLY	TC1700010693.hg.1
ACO1	TC0900006937.hg.1
ACR	TC2200007826.hg.1
ACO2	TC2200007477.hg.1
ACOX1	TC1700011779.hg.1
ACP1	TC0200006440.hg.1
ACP2	TC1100010730.hg.1
ACP5	TC1900009684.hg.1
ACPP	TC0300008839.hg.1
ACRV1	TC1100012712.hg.1
ACTA1	TC0100017663.hg.1
ACTA2	TC1000011370.hg.1
ACTB	TC0700010167.hg.1
ACTBP6	TC0800008117.hg.1
ACTBP9	TC1800007514.hg.1
ACTC1	TC1500009002.hg.1
ACTG1	TC1700012052.hg.1
ACTG2	TC0200008062.hg.1
ACTG1P1	TC0300008973.hg.1
ACTN4	TC1900008020.hg.1
ACTL6A	TC0300009609.hg.1
ACTN1	TC1400009529.hg.1
ACTN2	TC0100012099.hg.1
ACTN3	TC1100008090.hg.1
ACVR1	TC0200014697.hg.1
ACVR1B	TC1200007647.hg.1
ACVR2A	TC0200009596.hg.1
ACVR2B	TC0300007077.hg.1
ACVRL1	TC1200007646.hg.1
ACY1	TC0300013839.hg.1
ACYP1	TC1400009710.hg.1
ACYP2	TC0200016446.hg.1, TC0200016447.hg.1
ADA	TC2000009198.hg.1
ADAM8	TC1000012389.hg.1
ADAM10	TC1500009574.hg.1
ADAR	TC0100015921.hg.1
ADARB1	TC2100007402.hg.1
ADARB2	TC1000009541.hg.1
ADCY1	TC0700007426.hg.1
ADCY2	TC0500006665.hg.1
ADCY3	TC0200011991.hg.1
ADCY5	TC0300012206.hg.1
ADCY6	TC1200010592.hg.1
ADCY7	TC1600007814.hg.1
ADCY8	TC0800011844.hg.1
ADCY9	TC1600009210.hg.1
ADCYAP1	TC1800006461.hg.1
ADCYAP1R1	TC0700007105.hg.1
ADD1	TC0400006579.hg.1
ADD2	TC0200013001.hg.1
ADD3	TC1000008875.hg.1
PLIN2	TC0900012212.hg.1, TC0900012213.hg.1
ADH1A	TC0400011407.hg.1
ADH1B	TC0400011408.hg.1
ADH1C	TC0400011409.hg.1
ADH4	TC0400011403.hg.1
ADH5	TC0400011402.hg.1
ADH6	TC0400011405.hg.1
ADH7	TC0400011411.hg.1
ADK	TC1000008063.hg.1
ADM	TC1100006831.hg.1
ADORA1	TC0100011245.hg.1
ADORA2A	TC2200009233.hg.1
ADORA2B	TC1700006999.hg.1
ADORA3	TC0100015275.hg.1
ADPRH	TC0300008482.hg.1
PARP1	TC0100017528.hg.1
PARP4	TC1300008359.hg.1
ADRA1D	TC2000008253.hg.1
ADRA1B	TC0500009264.hg.1
ADRA1A	TC0800012393.hg.1
ADRA2A	TC1000008913.hg.1
ADRA2B	TC0200013509.hg.1
ADRA2C	TC0400006616.hg.1
ADRB1	TC1000008968.hg.1
ADRB2	TC0500009046.hg.1
ADRB3	TC0800010144.hg.1
ADRBK1	TC1100008123.hg.1
ADRBK2	TC2200006935.hg.1
ADSL	TC2200009275.hg.1
ADSS	TC0100018006.hg.1
AP2A1	TC1900008555.hg.1
